k_E,k_M,k_CD,k_CDS,k_R,k_RE,k_b,k_CE,k_I,k_P1,k_P2,k_DP,d_M,d_E,d_CD,d_CE,d_R,d_RP,d_RE,d_I,K_S,K_M,K_E,K_CD,K_CE,K_RP,K_P1,K_P2,off_thresh
0.9962,0.3923,0.0184,1.374,0.3047,36.6486,0.0019,0.0426,0.7768,143.907,89.6854,0.9387,0.6098,0.0461,3.4729,4.6781,0.067,0.0769,0.074,0.0642,4.851,0.0287,0.3241,2.7772,2.0781,0.0045,4.6009,12.6222,3.0952035965756077
0.33399999999999996,0.8217,0.0208,0.3029,1.7993,104.3341,0.0003,0.2183,0.7101,92.642,7.0048,0.5262,0.3313,0.0355,0.6035,0.2675,0.0104,0.0237,0.1126,0.5605,2.4371,1.0828,0.4051,1.2997,1.5053,0.0033,1.0496,1.5097,1.5113083042345257
2.6798,0.9907,0.2567,1.2968,0.8348,158.1355,0.0013,0.0791,0.1251,5.4613,15.0415,27.2248,3.7993,0.0588,0.3914,0.308,0.026,0.0331,0.0137,0.2301,1.4965,0.9391,0.2605,0.1974,2.9575,0.0012,0.3309,0.3256,3.734475738152657
3.4501,0.7943,0.0035,0.1825,0.4909,135.0314,0.0018,0.8271,0.12,31.5611,12.2062,2.2325,0.4211,1.9626,0.5539999999999999,0.3355,0.146,0.063,0.0144,1.0186,1.5685,0.0848,1.1938,3.8103,3.132,0.0021,0.595,0.2908,1.674286062245708
1.3429,0.3034,0.0287,3.1177,0.0263,593.5698,0.0033,0.4247,0.8999,15.4835,11.3489,0.6407,0.1353,0.0454,11.5647,0.4682,0.0848,0.0154,0.0374,1.5926,4.8345,0.2552,0.3958,0.5187,1.006,0.0984,4.7175,13.4698,1.919251047202832
0.755,0.1186,0.0474,0.1235,0.1218,64.205,0.0201,0.1264,1.4612,359.7489,27.409,14.7597,0.1879,1.4166,1.5666,0.2459,0.02,0.0129,0.0043,1.2716,3.2464,0.0503,0.1809,0.2322,1.9641,0.016,16.2884,1.9843,6.12632232898325
3.2368,2.3389,0.003,0.254,0.2571,1259.4314,0.0165,0.3588,0.3221,16.4977,24.7538,4.1099,1.5219999999999998,0.5362,0.1784,6.8496,0.1273,0.0928,0.0293,1.4651,2.9006,0.4268,0.0248,7.2999,0.2472,0.0269,6.0466,0.4225,4.137197328079703
1.4084,0.7008,0.1451,0.1371,0.0864,775.2565,0.0022,0.0741,0.0368,35.533,5.3932,4.1189,6.7493,0.3518,0.1525,8.0934,0.4375,0.1102,0.1572,0.2971,3.7676,0.0815,0.0625,8.6203,0.8109999999999999,0.0222,0.2616,1.8079,0.9696637599248892
1.7180000000000002,0.1173,0.0774,1.0607,0.025,685.2622,0.0213,2.6729,0.3983,91.1213,15.5688,6.6588,4.6255,0.0449,1.8661,0.8909999999999999,0.0377,0.2363,0.0064,0.1973,0.7927,0.2585,0.6970000000000001,0.7204,0.8262,0.0774,8.3728,0.9531,2.609525625390047
0.4464,0.6261,0.0066,0.1482,0.0397,161.4547,0.0101,0.0834,0.0528,35.7793,209.5377,0.5317,0.4135,0.5371,9.4462,7.3243,0.0934,0.3838,0.0062,0.292,0.6934,1.1427,0.0944,7.8935,0.1309,0.0665,0.228,11.1496,0.8604622184188422
0.4852,2.1752,0.0237,2.1889,1.4684,311.1248,0.001,0.0516,0.0655,11.7179,16.7544,1.327,3.0044,0.0307,0.1805,6.5218,0.4268,0.0073,0.0758,0.0934,3.5458,0.2592,0.4443,3.6686,0.2477,0.0396,3.4565,0.7908,7.779981432285307
1.8971,1.757,0.0778,2.1858,0.7946,230.8149,0.0055,0.0352,0.3784,114.899,237.1517,7.5756,0.363,0.102,5.9551,1.5539,0.0109,0.0287,0.0243,1.4806,1.5765,0.1283,0.1123,7.8155,0.5023,0.0218,1.011,5.0424,1.1306704824187126
0.0464,1.0031,0.0037,0.9916,0.132,510.1463,0.0004,0.1091,0.0156,11.7689,34.2551,2.0095,0.0817,0.0851,0.2133,0.51,0.1789,0.0403,0.2665,2.794,4.4016,0.0454,0.0548,1.2844,0.3448,0.067,4.6455,0.3379,0.5156426595119222
0.1158,0.8259,0.0055,0.1796,0.4607,1247.5036,0.0019,0.1664,0.4148,133.274,327.9825,0.6957,1.2479,0.0558,7.9335,0.7833,0.0087,0.124,0.0039,0.1548,3.9428,0.3749,0.075,0.238,0.1347,0.0018,0.3832,2.3151,0.7900743784730799
0.3342,0.16,0.0098,0.1215,0.0411,61.4241,0.0048,2.006,0.0344,264.5919,10.905,21.0399,1.3754,0.0293,7.2672,1.3399,0.0835,0.0634,0.2803,2.4084,0.0891,0.0442,0.3933,9.1921,4.4418,0.0069999999999999,3.2184,0.3329999999999999,1.150135000778134
0.1205,2.1333,0.0075,2.995,0.1522,61.6619,0.0016,0.4527,0.0466,92.2731,9.8619,0.9921,3.8682,0.0648,4.127,0.4313,0.011,0.0072,0.0409999999999999,1.7257,0.962,0.1106,0.5663,4.9063,6.8234,0.0078,5.8293,0.2355,2.4792668260283945
0.0623,4.2025,0.0334,2.4164,0.1157,659.0244,0.0297,0.1412,0.1759,6.6773,113.7916,2.6549,5.4243,0.0476,1.2261,4.6579,0.0366,0.0387,0.0036,1.5715,1.087,0.0868,0.0995,1.5354,4.2798,0.0294,3.8872,0.8414,2.7939113896265595
0.1884,1.8832,0.004,0.0662,0.0334,489.6049,0.0005,0.3056,0.0746,13.0987,56.539,1.5936,0.3195,0.1074,3.4843,0.5205,0.0709,0.1045,0.1802,1.052,2.0186,0.7836,0.0204,3.0528,0.6148,0.0197,7.7983,8.9527,0.8604622184188422
0.086,7.3874,0.1133,0.1083,1.4509,136.4557,0.0008,0.8618,0.0187,87.4304,9.7447,11.809,0.4705,0.2447,0.3982,0.6054,0.016,0.0694,0.0633,0.0454,1.5098,0.0205,0.0199,0.4054,0.367,0.0018,4.2165,3.0777,2.565362845011726
2.1209,0.5543,0.013999999999999999,0.9931,0.0245,1635.1328,0.0026,0.4767,0.1568,7.1858,6.795,4.2546,0.5641,0.0423,2.5533,5.4391,0.0242,0.0194,0.0071,0.5148,4.5716,0.7886,0.0654,1.1812,4.7146,0.0478,5.559,0.5609,3.257823246883944
0.5804,0.1046,0.0059,1.2729,1.2932,18.321,0.0028,0.5433,0.0204,55.7071,98.8012,6.7673,0.3836,0.0393,4.2805,0.9568,0.0072,0.2102,0.0042,0.0313,1.4413,0.0234,1.1518,2.4864,6.318,0.0196,1.2686,12.452,5.82051678972684
2.8863,0.3124,0.0113,0.9942,1.25,510.5129,0.015,1.9622,0.0808,44.7095,311.2568,19.9518,1.0953,0.395,0.3165,0.2129,0.0346,0.0161,0.1879,1.2125,2.2962,0.02,0.1278,0.1271,2.9509,0.0055,3.8767,11.3694,0.9371209211431264
3.6315,1.7119,0.0595,0.3806,0.5745,201.9001,0.0087,1.5345,0.1521,98.8898,18.6591,0.6881,0.8109,0.2147,1.1674,12.3988,0.0254,0.4867,0.0197,0.9485,1.2653,0.089,1.1082,6.8973,0.6518,0.0234,3.1533,11.6503,0.8752750952989159
2.5343,1.4334,0.0154,0.1375,0.6116,26.3451,0.0003,0.073,0.0901,49.5292,66.5052,1.9727,0.3456,1.0797,0.5111,0.7336,0.0421,0.2504,0.0145,0.7392,1.6341,0.7858,1.0393,7.0498,8.0846,0.0101,0.4691,0.2878,0.8752750952989159
0.1237,0.2741,0.012,0.0791,0.2143,97.6439,0.0011,0.0412,0.0169,108.2452,6.521,10.43,0.4998,0.0324,1.3997,0.556,0.01,0.0131,0.015,0.1606,1.2409,0.1431,0.0783,2.9677,5.0796,0.0637,0.222,5.6728,3.0952035965756077
0.1346,0.1171,0.0981,0.0736,1.6647,27.2253,0.0089,2.5641,0.0506,6.6759,19.8649,14.9048,0.5436,0.1252,0.4317,0.4008,0.0387,0.252,0.0068,0.4681,0.9751,0.0478,0.6627,0.1245,2.8256,0.0534,0.2037,0.3195,0.737932972478841
0.9408,4.5519,0.004,2.7147,0.0681,1067.0786,0.0026,0.2297,0.0157,10.89,14.8031,5.4124,5.1401,0.4535,12.8443,8.5006,0.0457,0.08,0.0139,1.7535,0.6397,0.2312,0.1081,0.2443,3.3994,0.0035,2.4904,5.6919,0.6221416270109802
2.1955,0.312,0.0352,0.2829,0.485,205.5375,0.0054,0.0886,0.0971,70.6374,57.1024,4.5929,0.1507,0.1146,10.0821,0.7529,0.1082,0.4448,0.1528,0.0814,0.6362,0.2597,0.0231,4.96,1.8053,0.0057,1.4139,1.8676,4.208419275235067
1.7593,0.2818,0.0097,0.7802,0.2126,611.5578,0.0006,0.2187,0.2433,65.7777,76.2182,9.1517,1.298,0.387,7.4954,0.2155,0.0293,0.0368,0.0099,0.851,0.5553,0.0407,0.4578,0.1077,3.1672,0.0136,0.7969,18.6599,3.428986810327971
0.8958,5.3544,0.1328,0.4113,0.047,875.5786,0.0007,0.7949,0.0409,30.2853,40.6803,34.8281,1.9786,0.0461,0.1579,10.685,0.0605,0.0062,0.0052,2.4992,4.49,0.4978,0.0214,3.9145,0.7804,0.0018,15.9665,15.2724,0.5810830380429529
0.057999999999999996,1.5429,0.0038,0.0797,0.023,24.5386,0.0033,0.063,0.0533,26.9116,34.5979,6.6737,0.1314,0.0375,2.8348,0.4539999999999999,0.1623,0.0937,0.259,0.0587,0.6393,0.1214,0.1163,1.0095,8.7993,0.0015,1.44,3.7401,0.9056702510075936
1.3864,0.3231,0.0031,0.2168,0.0255,159.0766,0.0018,0.0739,0.0362,5.7349,18.9017,15.7601,0.4857,1.1968,1.4134,0.4477,0.1121,0.1139,0.0198,0.0428,2.51,1.2123,0.0455,3.3913,1.7167,0.0093,14.9445,4.8997,3.671274660436644
2.4725,0.5217,0.0109,0.3869,0.1434,95.5008,0.0071,0.0727,0.1885,159.3344,59.4034,1.4563,0.4916,0.1184,4.0365,14.8935,0.3963,0.1734,0.1815,0.0309,1.6682,0.5502,1.4598,0.2315,0.7973,0.0038,2.5678,8.0389,1.2314020782232693
0.3748,7.0227,0.1157,2.1086,0.0903,879.2228,0.0086,2.4073,0.6069,5.7176,91.1507,0.7235,1.5775,0.0597,12.2597,9.6792,0.0799,0.2004,0.1613,0.2677,1.2137,0.7639,0.1751,0.6585,0.3097,0.0011,2.3146,1.3668,1.252600693321218
0.3486,0.9843,0.1985,0.7164,0.0585,154.0203,0.0009,1.359,0.0205,29.4414,93.6822,0.6322,1.3365,0.0491,0.4642,3.3822,0.3183,0.0184,0.0507,0.0362,2.9936,0.0655,0.5099,2.0665,1.856,0.0016,11.3997,1.8607,1.190075052337253
0.1661,0.21600000000000003,0.09300000000000001,0.0944,0.0532,186.3458,0.0006,0.2835,0.7577,224.832,208.2212,1.2535,0.43,0.0294,1.1645,2.001,0.1463,0.3842,0.0075,0.3253,2.0399,0.2502,0.1899,2.7723,4.3482,0.0815,1.6985,1.8206,0.5910863959073416
3.6693,2.7710000000000004,0.0337,3.3541,0.0887,887.1607,0.0006,0.0622,0.5009,21.7187,187.1445,11.4367,3.0095,0.2678,0.5345,0.2494,0.3484,0.0249,0.0094,0.0695,4.1806,0.4083,0.3612,1.3339,0.6351,0.0015,0.2471,8.6473,0.6012619618074355
0.6895,4.6166,0.0107,0.1032,0.0578,20.0046,0.0032,0.0412,1.481,6.3578,8.9742,6.77,5.2311,0.0891,4.1807,4.4659,0.124,0.0061,0.0878,2.2624,3.4571,0.0731,0.2687,5.3523,0.1287,0.0012,15.1434,0.8824,2.3960602713947914
0.2358,0.2965,0.0052,1.7931,0.0242,1128.3222,0.0008,0.2392,0.3533,11.5854,7.3644,19.6205,1.023,0.1772,0.2869,10.3864,0.0315,0.0147,0.2385,0.9459,0.1808,0.0782,0.1618,7.5543,0.8367,0.0088,0.6015,3.8415,3.930682262109677
0.8323,0.1276,0.0035,0.6523,0.0391,779.8272,0.0039,2.3881,0.8982,21.8212,5.7569,12.6152,0.2062,0.4923,0.1647,2.6252,0.0278,0.025,0.1388,0.0626,4.9479,0.7122,0.0834,0.1048,3.5945,0.0417,0.215,0.3164,3.257823246883944
1.1287,0.5133,0.0045,0.5921,0.0501,97.0909,0.0046,0.1696,1.0316,28.791,9.9743,12.1635,1.742,0.1094,4.9188,0.3676,0.0245,0.0435,0.0174,1.4309,4.637,0.027,0.9575,0.1046,0.3788,0.0048,2.4871,0.2312,2.2000568870820585
0.8526,0.1727,0.0072,1.7794,0.133,27.2712,0.0018,1.3981,0.231,16.0087,17.8269,16.0703,0.0848,0.3046,0.2469,4.1329,0.2092,0.2404,0.2951,0.5297,1.6632,0.0247,0.9086,3.4987,0.8931,0.0372,2.1939,0.6181,1.1306704824187126
0.6939,0.9352,0.0052,0.6009,0.506,605.7342,0.0101,0.1658,1.3755,13.76,4.5268,0.3697,2.4779,0.1155,0.7306,6.5012,0.0497,0.0232,0.0074,0.3419,0.8228,0.1764,0.0836,4.3263,0.1455,0.0213,0.3675,0.3856,2.991325617627631
3.9148,1.8437,0.004,0.8498,0.2686,283.3615,0.0012,0.2016,1.4612,10.161,209.6748,8.1374,5.1898,0.0453,2.8079,0.3467,0.0527,0.0481,0.0794,2.0567,4.4072,0.1491,0.0227,1.9172,2.0619,0.0316,4.9428,16.2862,0.5156426595119222
1.0658,2.5862,0.0054,1.5392,0.0259,339.5729,0.0174,1.314,0.0486,18.5629,24.2374,15.4394,2.1885,0.0926,0.5922,0.5691,0.0274,0.0801,0.0534,0.0847,1.0483,1.1345,1.2399,2.2335,5.2905,0.0274,0.2594,0.2833,0.7635587302794807
0.2467,1.0233,0.0059,0.1523,0.5612,166.4178,0.0217,2.6910000000000003,0.5004,18.9715,112.1451,1.0012,0.8844,0.2648,0.2448,1.6,0.1589,0.0064,0.0076,1.5179,2.0518,0.0704,0.5457,2.4708,0.318,0.069,9.628,3.7325,7.14356059228261
3.2416,4.808,0.2673,0.9782,1.3596,467.5843,0.017,3.0356,0.0826,58.0245,6.6399,4.6992,2.6010000000000004,1.9379,9.7507,13.2181,0.4312,0.1479,0.0045,1.5261,3.0886,0.0913,0.0247,1.9783,5.7738,0.0249,10.7411,0.385,4.7425111415855845
0.0571,5.7426,0.0221,0.1985,0.3691,865.1335,0.0261,0.0702,0.0189,156.4681,174.1029,9.0413,1.435,2.3363,1.1275,0.1541,0.0086,0.1374,0.0074,0.0853,0.2136,1.3168,0.0452,7.2788,3.4457,0.0032,2.5077,0.2547,3.998349047654674
1.0692,0.6873,0.0285,0.3412,1.6958,30.8996,0.0215,0.2022,0.5543,302.6487,86.1059,30.6216,0.0986,0.785,0.2546,3.1872,0.0193,0.3268,0.1108,1.9075,0.9791,0.0244,0.052,3.8113,3.6606,0.0113,11.338,0.3544,1.2960990098148373
0.185,1.1851,0.0038,3.5278,0.0212,1179.8784,0.0004,0.0358,0.1036,11.3727,5.9059,5.492999999999999,0.4966,0.0966,2.749,0.5075,0.1045,0.0257,0.006,2.0196,3.0591,0.7290000000000001,0.0392,3.0509,7.497000000000001,0.0215,0.9765,0.7312,0.737932972478841
1.5113,0.1948,0.0161,3.2052,0.7386,1148.8244,0.0023,0.4439,0.0274,43.2279,9.9544,6.6165,2.0039,0.0418,4.2791,1.5598,0.0194,0.0347,0.0323,1.3105,0.0734,0.0164,0.1268,0.6964,0.1624,0.0242,4.4797,7.2272,0.5427341339036754
0.5304,0.1973,0.0249,0.3445,0.0326,791.6475,0.0005,1.0838,1.0812,16.4019,33.5114,1.1604,6.6639,0.0309,0.2189999999999999,10.6966,0.0108,0.5291,0.0224,0.8536,3.0576,0.0176,0.1462,0.4788,0.1032,0.009,3.8679,5.852,1.0927241047717842
0.0805,1.7775,0.0143,0.0893,0.0276,83.9366,0.0005,0.1796,0.0258,335.0367,6.8062,18.4576,0.2277,0.3279,2.5753,13.771,0.0103,0.0072,0.0227,0.138,3.6014,0.4389,0.0158,9.0485,8.8171,0.0011,5.5842,10.6912,1.2314020782232693
2.8425,0.1095,0.0032,0.1564,0.0217,51.9996,0.0113,0.3167,0.3132,5.2159,30.0372,1.0073,1.8751,0.3306,1.4963,9.5083,0.0637,0.013,0.0165,0.1754,0.3025,1.1801,0.1009,0.2248,0.1413,0.0032,6.2843,1.7258,1.111535375367275
0.1514,1.2162,0.004,0.2385,0.0291,459.223,0.0083,1.0071,0.9524,341.4863,14.4472,15.1881,1.7191,0.0548,9.7067,8.8311,0.3768,0.2672,0.0039,0.0327,1.2337,0.0297,0.2286,0.5267,6.3711,0.0016,2.9172,18.3058,1.0381789688527476
3.6687,0.3255,0.0114,2.8574,0.3622,1118.9973,0.0213,1.2491,1.0136,73.3088,14.3331,19.4038,1.7264,0.0949,1.3958,5.8205,0.3788,0.0444,0.0328,0.7348,4.7969,0.1589,0.3223,0.0958,4.2248,0.0352,3.026,0.331,2.654448669048292
0.3238,0.5208,0.0099,0.6921,0.0906,414.1611,0.012,0.2492,0.039,52.2054,401.0057,6.4495,0.1167,0.0762,11.8251,5.7041,0.0757,0.0521,0.0217,0.1712,1.2689,1.0913,0.1669,0.1264,0.1764,0.0025,0.6988,1.013,1.435868843797934
0.0415,0.1522,0.057,2.3499,0.5651,255.7204,0.0023,0.0792,0.4774,18.9511,417.9058,31.4332,0.0853,0.0361,0.5093,0.2622,0.2087,0.2115,0.0343,0.9821,0.1308,0.1363,0.3389,2.4288,0.1012,0.0483,0.9884,1.5856,0.5910863959073416
1.2439,0.1753,0.0812,1.4998,0.1982,35.4135,0.0007,0.0561,0.0211,9.4289,209.9268,0.8949,0.2302,0.1884,0.21,2.8384,0.2896,0.011,0.0073,0.0609,4.8817,0.379,0.9481,2.2444,6.7613,0.0068,19.6582,0.6772,3.428986810327971
0.249,0.9782,0.0037,0.1909,0.0926,664.7985,0.0005,0.9021,0.149,27.2588,192.8371,5.4149,0.5093,0.0392,0.3544,0.1508,0.0144,0.1062,0.0196,0.1022,1.7969,0.2847,0.5993,0.7413,6.2099,0.0115,0.2364,1.4808,2.7939113896265595
0.8375,6.9809,0.0064,0.10800000000000001,1.2329,137.5824,0.001,0.0824,0.0684,259.7893,76.1872,5.2229,0.5504,0.9775,0.2106,9.9409,0.0321,0.0788,0.1522,1.2489,0.9685,0.4973,0.0812,2.4916,0.8674,0.012,6.3421,4.3512,1.150135000778134
0.1618,3.6154,0.0449,1.0235,0.3896,83.3159,0.0238,0.0535,0.4437,11.4938,339.4159,2.1881,0.4353,0.0268,0.5623,8.1723,0.0368,0.3315,0.0359,0.3189,0.3355,0.0161,0.1084,4.6096,0.4852,0.0967,2.3706,1.2438,8.618965726654478
1.4827,0.6747,0.0579,0.3127,0.4451,340.2575,0.0055,1.8973,0.9093,236.8119,51.0686,4.0548,0.178,1.7002,5.2785,2.4606,0.032,0.1263,0.0032,0.214,0.0934,0.4282,0.1696,8.7092,0.5343,0.0938,1.0473,0.3836,0.9371209211431264
1.8027,0.3576,0.0474,0.1441,0.3881,18.9213,0.0048,0.1058,0.0188,5.2391,4.5433,0.7423,1.0509,0.2546,7.0209,2.8771,0.1256,0.0095,0.0061,0.2186,3.2538,0.0244,0.1706,7.6834,2.3729,0.0021,8.8462,4.2635,6.3390674671816605
0.5952,0.1637,0.2454,1.0581,0.1691,47.2197,0.0017,1.5491,0.3721,10.9062,23.1764,34.9549,0.7966,0.025,0.5289,1.063,0.1035,0.5963,0.0035,0.0499,3.9286,0.0366,0.1038,0.4712,0.1347,0.0474,8.8318,9.6607,0.6775683139898405
1.4011,0.565,0.0495,1.1219,0.2063,85.5434,0.0025,1.7766,0.023,6.2236,18.7251,1.5059,2.6855,0.1466,1.33,4.3012,0.0139999999999999,0.1011,0.0852,2.6163,0.9628,0.0444,0.0708,7.4334,7.8363,0.0497,6.1984,4.8559,0.6221416270109802
0.5056,2.4554,0.1208,3.3933,0.0231,653.0228,0.0041,0.5842,0.0957,6.5120000000000005,40.1594,1.6537,0.2664,0.2028,0.2767,0.4706,0.0092,0.2801,0.0037,1.6035,4.9163,0.0387,0.7879999999999999,1.8755,0.2444,0.0438,7.911,19.9391,0.7506365055719758
1.725,0.3384,0.011000000000000001,0.1473,0.0899,28.2373,0.0012,0.5,0.1205,48.9912,5.3032,12.0404,5.4818,0.1989999999999999,3.6688,2.4591,0.0098,0.0959,0.1848,0.6366,0.5822,0.1279,0.1448,7.1548,0.1486,0.0032,7.9043,1.8421,1.169934601268782
0.6195,0.1012,0.0096,0.1023,0.555,1397.5054,0.0007,0.5783,0.1142,331.3794,123.1099,2.8756,0.1578,0.2388,0.4533,3.267,0.43,0.1882,0.2302,0.0748,3.7019,0.0785,0.1834,2.1654,3.9131,0.0087,0.2741,0.6874,1.95229099812178
0.9935,0.1765,0.0086,0.2419,0.0777,27.9066,0.0006,1.8783,0.0339,17.2645,71.8252,16.9039,0.0837,0.2604,13.6728,1.5919,0.0289999999999999,0.2941,0.0152,0.0922,1.83,0.9046,0.4692,0.2073,0.4104,0.0836,0.2048,7.774,1.95229099812178
0.254,0.3466,0.2499,0.667,0.0464,424.3029,0.0005,0.0858,0.0809,16.3075,252.0241,0.6686,0.965,0.0347,0.3382,12.9116,0.5829,0.0263,0.0035,1.3797,1.055,0.3205,0.2499,1.1175,1.3595,0.0013,16.1257,0.4756,0.5810830380429529
2.7594,0.4607,0.005,2.73,0.4919,1076.4457,0.0005,1.2739,0.7775,14.6696,352.8704,9.4366,2.0988,0.055,0.2147,4.4582,0.3419,0.0528,0.0048,0.1305,1.2059,0.0853,0.1415,0.5712,0.1439,0.0036,4.9254,5.8246,0.6221416270109802
0.9636,6.4918,0.0191,0.5784,1.0056,219.5887,0.0006,0.1515,0.2638,17.3943,136.444,1.3994,6.215,0.1648,0.1811,0.9245,0.1264,0.1574,0.0071,0.4516,3.7503,0.1516,0.5031,3.2574,1.4232,0.0155,0.6177,1.751,0.524519459754819
1.1,0.2028,0.091,0.253,0.2168,1531.3329,0.0004,0.906,0.1256,30.4643,17.415,0.8268,3.8663,0.1117,0.6251,0.2485,0.4656,0.0789,0.0042,0.0846,4.8777,0.451,0.0266,2.2745,1.1729,0.0609,0.6534,14.1569,3.148487597678045
0.1885,2.0501,0.0075,0.4429,0.0895,792.5452,0.0003,0.3594,0.1805,4.5509,75.4552,0.5178,0.3659,0.1056,0.9983,6.5636,0.2054,0.0173,0.0262,0.0934,0.5813,1.1784,0.0717,0.6531,8.8514,0.0041,0.7796,0.8899,7.913913991575907
2.7716,0.1265,0.275,0.1224,0.4489,888.2989,0.0018,0.1745,0.0736,21.6294,54.4174,0.5449,0.4438,0.2548,0.3198,6.9402,0.4808,0.0168,0.1271,1.5207,2.3273,1.2199,0.0446,1.5847,0.3271,0.0011,2.5063,4.6613,9.386830622157404
1.9437,0.2705,0.2656,3.173,0.2359,68.3443,0.0005,0.0398,0.0592,164.1005,40.4506,1.7764,0.1237,0.0381,13.7928,0.208,0.0264,0.2157,0.2659,2.0396,4.1475,0.7129,1.0463,1.5659,4.5023,0.0037,2.5788,11.9623,3.8641606476869153
0.09300000000000001,0.1606,0.0046,0.3998,0.02,842.3133,0.01,0.1152,0.4619,24.2805,28.4915,19.075,1.2042,0.0441,2.0338,0.5873,0.0323,0.0231,0.0031,0.3347,1.8574,0.1446,0.0281,8.6628,0.1343,0.0024,1.7308,0.4956,2.1628238251881
2.6312,5.1509,0.055,1.2142,0.1874,175.3117,0.0071,0.9982,0.0229,50.4414,57.4394,5.4115,5.7693,0.5859,3.0481,3.9029,0.3375,0.0064,0.1355,0.171,4.1854,0.1219,0.0835,8.2308,1.1502,0.0043,19.5299,12.3781,0.5810830380429529
0.3452,0.1023,0.1838,0.1771,0.0569,135.3102,0.0015,1.018,0.1772,232.1259,7.9125,2.7922,0.5974,0.0769,3.5873,12.2957,0.0306,0.5076,0.1837,0.2136,2.2238,0.0589,0.2066,0.8249,0.1217,0.0021,2.7542,0.6017,2.7939113896265595
0.5938,5.194,0.0063,0.8196,0.1064,1675.8109,0.0048,0.2467,1.1642,72.1541,34.2118,2.4162,3.4730000000000003,0.1278,12.261,2.3653,0.2777,0.0099,0.0528,0.0401,0.7737,0.1338,0.0911,0.345,8.615,0.0075,2.1432,4.5206,5.165022140891831
0.1372,2.3031,0.0125,0.2192,0.8598,145.4707,0.0053,1.4679,0.0877,223.1846,25.212,2.0512,0.3281,0.4434,2.0243,7.6276,0.0452,0.5276,0.0094,0.0386,2.551,0.034,0.0211,3.4053,0.1067,0.0337,7.0252,0.5205,1.2314020782232693
0.3159,1.3432,0.005,0.0775,0.034,268.1686,0.0006,1.143,0.1776,129.5369,229.3034,6.4662,3.9514,0.0272,4.7771,2.8463,0.0508,0.0516,0.065,0.6722,3.932,0.0271,0.2936,0.7697,7.6338,0.0024,0.9741,4.5457,3.798764823875129
3.6839,0.3384,0.0471,0.7312,0.5608,22.1917,0.0093,0.1409,1.0454,441.0466,9.3706,3.0883,2.8083,0.231,5.4677,10.4216,0.1275,0.0206,0.0885,0.1521,1.4368,0.1,0.1583,0.467,1.3949,0.001,15.0884,3.7104,0.7506365055719758
2.5976,0.6099,0.0523,1.5935,0.068,47.9008,0.0009,0.1311,0.0253,12.0643,52.0018,5.5149,0.93,0.1396,0.285,5.9642,0.0456,0.021,0.0303,0.1403,0.8971,0.1475,0.9608,6.4264,3.0734,0.0036,8.0236,14.2183,0.5427341339036754
1.3643,3.8782,0.0145,1.8554,0.0692,149.1168,0.0008,0.2358,0.1378,12.0841,10.7041,17.886,0.0991,0.2956,6.0683,0.2679,0.0217,0.0074,0.012,0.3365,4.7364,0.9242,0.4678,1.3111,0.2692,0.0037,0.3856,0.4179,1.210562221734083
0.4404,0.1656,0.0065,0.0924,1.6119,837.2746,0.0172,0.0895,0.1415,172.0968,173.0507,0.9886,0.491,0.8972,1.6655,7.0554,0.2272,0.17,0.0032,0.065,3.4375,0.368,0.0553,1.9023,8.1652,0.0073,0.2987,6.138,9.386830622157404
0.4152,1.133,0.0044,1.4638,0.6658,228.6573,0.0123,0.0739,0.0847,24.7432,232.497,10.0043,0.5021,0.2412,0.5673,0.2796,0.1607,0.0188,0.0687,0.0689,2.9352,0.5972,0.0817,0.2172,0.3438,0.0041,7.5433,0.7727,2.0548628870165624
0.0741,0.9756,0.1804,0.1661,0.4701,178.393,0.0103,0.0579999999999999,0.0652,10.5639,284.5425,0.7609999999999999,0.1585,0.1448,0.7333,1.1451,0.0108,0.0192,0.1759,0.3652,4.4289,0.0271,0.0626,1.0532,0.1034,0.081,1.517,9.5909,6.6721172658878105
3.6265,0.1242,0.032,0.507,0.2295,808.3667,0.0131,0.3302,0.9694,18.9457,76.4694,4.8511,0.3649,0.0833,0.8643,8.1882,0.1442,0.0138,0.0308,0.2628,1.9776,0.0385,0.0741,4.2627,4.3255,0.0175,0.2595,0.2277,2.565362845011726
2.4285,0.3113,0.0455,4.4698,0.064,106.3885,0.001,0.096,0.9183,12.3865,57.1161,15.0367,0.1925,2.0941,1.1018,4.586,0.0069,0.0437,0.0877,1.3126,4.6957,0.0755,0.526,0.1454,0.1024,0.0053,7.667999999999999,16.1496,1.435868843797934
0.6647,7.2687,0.0095,0.1918,0.413,960.3778,0.0185,0.0797,0.0204,204.3154,219.2394,5.074,5.8352,0.1306,2.115,0.3819,0.283,0.0221,0.0094,1.1034,4.4017,0.0629,0.1545,3.1629,0.5311,0.0016,1.2827,17.3823,3.609143177626191
0.2359,2.5181,0.0445,2.385,0.5971,741.2898,0.001,0.0449,0.4198,78.0523,37.8543,0.4504,0.8508,0.05,9.1078,5.643,0.0652,0.0355,0.0049,0.3369,2.4561,0.1098,0.0257,1.0923,0.2513,0.0017,6.9401,6.7221,1.6180954282857098
