k_E,k_M,k_CD,k_CDS,k_R,k_RE,k_b,k_CE,k_I,k_P1,k_P2,k_DP,d_M,d_E,d_CD,d_CE,d_R,d_RP,d_RE,d_I,K_S,K_M,K_E,K_CD,K_CE,K_RP,K_P1,K_P2,bistable,rebi
3.5944,3.6184,0.1983,3.9956,1.7528,564.8038,0.0098,0.102,0.7613,395.91,235.2254,9.8791,3.205,1.253,7.9239,6.928,0.3357,0.5108,0.0567,2.291,4.6669,0.0494,0.0344,2.6803,3.8519,0.0855,19.7448,10.4668,1,1
0.538,2.4203,0.2289,3.0906,0.064,337.8624,0.0268,3.3799,0.9729,222.9171,311.3707,21.4442,0.5029,0.4625,2.9392,12.779,0.0975,0.4827,0.0566,0.1287,4.5917,1.2627,0.1003,6.0482,5.6787,0.0588,9.9323,13.302,1,1
2.5018,3.602,0.1783,2.6404,0.0944,1046.3484,0.0054,1.5015,0.3493,313.1671,285.327,22.2296,5.6495,0.6236,7.4921,14.5887,0.4975,0.4202,0.2388,0.4306,4.4549,0.1247,0.8077,5.5948,2.549,0.0463,1.4984,12.8066,1,1
3.3334,4.1803,0.2627,1.931,0.0515,1385.6071,0.0118,0.2581,0.0947,340.4931,297.9607,27.8012,0.8452,0.8483,0.9457,0.4188,0.1245,0.2304,0.1265,1.139,0.9101,0.7071,0.4563,1.7157,3.6445,0.0547,7.0842,15.6373,1,1
3.8416,7.6546,0.0889,1.7313,1.0633,42.3951,0.0121,2.5108,1.3835,32.0258,126.6119,8.0877,4.3847,0.8717,8.5075,13.3763,0.0946,0.5725,0.1556,0.1147,1.8284,0.922,0.0665,6.3002,8.3269,0.0249,6.2452,14.9972,1,1
1.0766,9.3003,0.1857,2.5528,1.6312,843.4973,0.0027,1.7414,1.2786,416.9311,194.0269,0.9625,1.1038,0.127,1.1363,5.9535,0.0739,0.5892,0.0643,2.7566,2.0234,0.6548,0.3188,1.4296,7.9463,0.0013,5.5782,4.8571,1,1
3.3422,4.855,0.1738,2.9837,0.0648,1167.8529,0.0025,3.0514,0.3976,408.3051,315.6565,23.0178,0.372,0.5885,11.682,9.2521,0.0619,0.4675,0.1981,0.1996,1.7055,1.0022,0.3306,6.4835,4.2374,0.0872,16.9351,11.5766,1,1
2.2676,5.889,0.1762,2.5621,0.1113,750.54,0.014,3.2298,0.6968,90.9519,11.2582,17.685,5.6723,1.568,13.1824,8.0914,0.4753,0.1294,0.1824,1.252,2.0588,1.0721,0.0925,6.6709,2.1891,0.0044,1.8752,4.3425,1,1
2.9802,6.9447,0.172,4.0068,0.9285,1045.2338,0.0035,1.6688,0.9205,148.3059,343.7958,7.3753,6.3332,1.6333,3.1109,4.5411,0.2411,0.2201,0.2576,2.4326,4.933,0.2354,0.982,1.5084,8.8954,0.0403,1.1415,16.2625,1,0
3.8517,3.5081,0.0952,3.0575,0.683,220.6782,0.0021,1.5283,0.6476,247.757,392.7911,10.1605,1.1061,1.5101,6.1507,6.2789,0.4323,0.5609,0.1148,0.7372,1.7867,1.0671,0.0285,1.0061,8.2991,0.0098,3.8191,2.3501,1,1
1.8971,6.3911,0.2639,2.1596,0.5997,425.4515,0.0042,2.1956,1.1494,382.0441,353.486,14.2166,0.1385,1.2988,14.0517,11.9955,0.5945,0.42,0.1248,2.0644,2.7679,0.063,0.2495,2.9973,2.1468,0.089,1.0587,4.0527,1,1
2.9271,5.1441,0.0906,3.7039,1.4569,1014.8281,0.0015,0.76,0.5369,320.3438,78.6258,29.3667,4.8326,0.3646,0.1675,8.206,0.5203,0.1106,0.2293,2.7654,1.0131,1.3111,0.9961,8.8454,1.6624,0.0198,8.391,7.6071,1,1
0.2083,6.9004,0.082,4.4098,1.328,710.34,0.0004,1.7637,0.1573,414.1893,360.7622,3.8558,1.0769,0.4761,12.8745,0.2741,0.5802,0.1355,0.0862,1.4167,3.4026,0.7975,0.0855,6.6127,5.6301,0.0242,2.8958,13.0135,1,1
1.7892,9.3686,0.1283,1.7865,0.2409,660.8666,0.029,1.8276,0.9562,78.6814,93.3872,3.8312,6.5233,0.1613,5.4219,14.7349,0.4053,0.2579,0.0371,1.4948,2.9233,0.5564,0.046,0.2756,3.9799,0.0444,13.4728,0.4981,1,1
3.3293,9.0436,0.1544,4.3104,0.0994,982.2232,0.0245,3.0923,0.5482,88.8191,34.2438,3.3817,1.7784,2.3114,9.3083,11.4292,0.06,0.4615,0.0747,2.3331,4.835,0.1651,0.1192,6.3731,1.801,0.0705,10.9096,19.2034,1,1
2.5367,2.3519,0.1245,3.985,1.1402,1167.7454,0.0299,1.9517,0.241,346.8658,87.8091,9.1241,5.5729,1.8084,1.7524,3.2235,0.4514,0.2249,0.1621,1.0328,3.8391,0.9137,0.1639,2.1955,7.4982,0.0559,10.4828,10.0408,1,1
1.9024,4.3614,0.0592,0.272,0.4161,744.8215,0.0034,2.8501,0.1032,136.9586,183.898,18.9381,2.4805,0.8807,3.4562,1.9771,0.0313,0.4457,0.2556,1.7541,4.6995,0.1509,0.0415,8.6278,5.4957,0.0637,5.7409,1.9968,1,1
2.1589,7.365,0.0852,2.6456,0.1481,728.9456,0.007,0.1009,0.1,402.9467,290.8939,20.1673,1.4345,0.8188,14.4651,12.825,0.592,0.4619,0.2927,1.4151,4.0712,0.3761,0.8679,0.9456,7.8294,0.0289,1.9669,6.5425,1,1
2.2743,8.9588,0.228,3.2605,0.2056,1037.4429,0.0272,0.9191,1.1438,424.6514,395.743,2.1625,6.6927,1.0361,3.0481,11.7267,0.382,0.5304,0.0103,0.5948,4.389,1.1818,0.2856,9.0268,6.1819,0.0402,8.8897,19.985,1,0
2.6503,9.2563,0.2396,2.9152,0.239,712.8845,0.0249,3.2785,0.1178,352.2337,89.161,18.4086,4.2659,0.8603,6.9273,5.7635,0.4862,0.17,0.2514,1.3932,3.1842,0.2095,0.6514,4.7797,0.3577,0.0868,1.9725,3.824,1,1
3.9264,5.4982,0.1902,3.9715,0.8038,102.0774,0.0276,0.3351,1.1937,85.0657,285.9411,24.637,5.577,1.2671,4.2254,12.573,0.2334,0.1445,0.0474,2.6156,2.407,1.3746,0.3689,6.9466,2.1039,0.0854,1.1539,5.1347,1,1
3.7495,6.5483,0.1706,1.496,0.4133,477.1907,0.0162,1.0145,0.5817,349.5417,178.899,4.0799,1.9795,0.367,8.002,7.6139,0.5493,0.4259,0.2535,2.1839,0.3688,1.0883,0.1095,2.7486,5.1996,0.0129,5.559,12.2331,1,1
3.6426,1.8756,0.192,2.7873,0.1735,434.0271,0.0174,0.3641,0.7103,236.1506,187.7726,9.0545,0.6327,1.1937,1.0947,6.0728,0.4922,0.1068,0.1443,0.7938,3.7804,0.5846,0.7192,3.204,8.0877,0.0522,13.9352,7.6205,1,1
1.8101,4.1904,0.0584,1.1903,0.5767,128.1818,0.0237,0.6225,1.2861,285.615,106.63,29.0978,6.7041,1.5756,4.4489,9.3568,0.5466,0.5481,0.2985,2.3459,1.145,0.1728,0.0987,0.5904,5.9783,0.0229,11.5815,9.5961,1,1
2.8516,3.5224,0.1962,2.3685,0.4237,1789.7388,0.0153,1.4947,1.0298,392.1682,281.2614,33.0259,3.9094,1.8751,0.8529,13.4331,0.5627,0.0663,0.0256,0.3803,2.3773,0.0245,0.6415,5.6011,5.0238,0.0943,6.4445,16.5141,1,1
2.2268,1.4749,0.1349,1.9327,1.4586,1139.556,0.0224,2.5205,0.4275,419.322,17.2382,15.2207,2.1725,0.4566,0.3293,7.2366,0.2567,0.1262,0.0722,2.4079,2.8055,0.5686,0.0879,4.0282,6.7713,0.0362,14.7919,15.0096,1,1
1.1091,7.3623,0.1605,3.2882,0.8355,1170.5636,0.0131,2.5181,1.3371,32.4048,267.9048,15.6267,1.01,0.3455,0.4875,5.8127,0.0954,0.2571,0.0959,1.5622,2.6387,0.7605,0.5141,1.6184,8.4363,0.064,1.3891,10.4237,1,0
3.3031,4.4993,0.1623,1.4673,0.1545,1719.9409,0.0119,2.1024,0.3906,153.8334,432.9148,7.5133,3.8485,0.7598,10.2438,2.1439,0.1333,0.3439,0.0333,0.7345,4.402,0.6167,0.0431,8.8022,2.7213,0.0149,4.1193,14.3,1,1
2.0916,2.7649,0.0885,4.2164,0.8945,723.3628,0.003,2.0914,0.2675,342.5804,156.8041,9.8334,0.5318,0.4418,12.6904,0.8633,0.0379,0.082,0.0181,1.051,4.7268,0.2118,1.2999,1.6705,1.8932,0.0015,1.3818,12.2201,1,1
2.5473,5.3744,0.0451,3.7144,1.4411,247.8713,0.0268,0.5693,0.7337,359.0984,145.5272,27.9444,1.5338,1.694,5.4486,11.8165,0.4971,0.1067,0.0884,1.8257,3.7967,0.8146,0.1877,8.3035,6.1055,0.0329,1.4903,15.4845,1,0
1.7719,8.269,0.0702,3.857,1.7306,560.7891,0.0043,2.2148,0.8078,437.0369,361.1124,1.2096,3.6002,0.3871,11.7467,5.3819,0.3149,0.4979,0.0982,2.5341,4.1053,1.3705,1.4072,1.6585,6.6562,0.0223,4.2722,5.4717,1,1
3.2789,8.5485,0.2637,4.4388,0.1139,469.6629,0.0253,3.4965,0.1331,228.0954,191.7067,9.3417,2.2709,0.8416,4.6201,12.7775,0.5879,0.1139,0.286,1.3579,4.1364,0.0266,0.5496,5.9961,0.3556,0.0621,0.8605,7.5624,1,0
2.4062,9.817,0.0375,2.0821,1.5471,1794.1601,0.0112,0.5818,0.89,85.5572,440.2443,5.471,4.6216,2.4807,0.2482,0.5279,0.3142,0.3339,0.1459,0.9437,3.0327,0.7703,0.309,2.0625,0.5278,0.0523,18.2689,10.6628,1,1
2.046,4.5017,0.2366,4.1281,0.4283,627.8218,0.0237,2.4101,0.1868,358.6596,41.0355,1.7045,0.3438,0.7339,8.5412,8.3924,0.5597,0.1185,0.1544,0.9979,2.3278,0.0996,0.6044,0.306,0.1417,0.0076,6.1879,15.1561,1,1
3.6602,8.4307,0.2141,4.1338,1.7681,661.7227,0.0077,0.5943,0.4273,310.7149,213.1815,8.6167,3.2685,0.8259,13.0936,10.3876,0.3923,0.0972,0.2277,0.329,0.5654,1.4371,0.0425,1.4782,6.199,0.0974,1.0195,10.5682,1,0
3.1002,9.4617,0.2649,3.2226,0.6579,687.6355,0.023,3.2257,0.3382,255.7826,214.3888,5.5038,1.0516,1.1395,0.997,2.8679,0.2716,0.0138,0.13,2.7296,2.9262,1.2324,0.5068,4.2917,4.1127,0.0849,14.4075,5.0732,1,1
3.1477,5.0986,0.0567,4.308,0.8467,1382.5525,0.0021,2.7179,0.0634,446.2242,120.6474,7.6291,6.6822,0.9914,0.8564,13.5612,0.1248,0.2845,0.2198,1.2732,4.1855,0.4852,0.5511,2.4083,5.7706,0.0253,17.1854,11.1246,1,1
2.3634,1.5746,0.1616,2.9332,0.6508,1332.1769,0.0081,0.1538,1.3612,418.541,242.7417,8.9018,6.5916,2.2548,1.4154,2.4931,0.378,0.0763,0.2128,2.4689,4.9034,0.7431,0.0378,1.561,5.7281,0.0955,5.1699,4.3976,1,0
3.881,8.1509,0.0038,3.3236,1.335,995.6409,0.0089,2.742,0.0867,292.8896,300.2732,6.6998,1.2703,2.2204,5.1741,10.5444,0.4945,0.2154,0.24,0.3619,1.6685,0.3838,0.6243,1.3792,6.4528,0.0674,1.089,15.356,1,0
3.4711,6.9447,0.1753,3.0637,1.4218,1184.8502,0.0192,0.0557,0.7476,422.5863,210.1136,0.8896,6.332,0.8878,9.1661,0.9802,0.1262,0.3937,0.2498,0.7109,2.9936,0.0762,0.1542,5.1857,7.9927,0.0457,2.3256,4.3443,1,1
1.455,7.2827,0.1641,3.8784,1.2966,404.0036,0.0213,3.0627,1.0063,219.7577,100.4023,29.5645,2.3031,1.0666,4.3007,4.7201,0.0929,0.2634,0.0158,1.8334,0.0847,0.0354,0.0858,5.637,7.0168,0.0049,4.9226,2.8456,1,0
3.3914,4.1181,0.2179,0.7496,0.9486,66.3534,0.0093,2.3718,1.2698,364.7012,217.4553,2.4692,3.1996,1.8383,13.7375,9.2769,0.1533,0.2751,0.2646,1.043,0.7527,0.8157,0.0395,5.1104,5.4891,0.0409,13.0263,2.3294,1,1
3.6982,4.2426,0.2221,2.81,1.6805,314.7318,0.0149,0.763,0.8317,407.5124,33.8232,1.8306,2.4366,1.3162,1.6116,2.6026,0.5266,0.5056,0.1488,2.7576,3.6959,0.0617,0.3611,6.4972,2.6058,0.0995,8.2038,11.5208,1,1
3.4162,4.9419,0.0097,4.4491,0.167,1040.5314,0.0039,1.0495,0.1679,169.0811,226.7877,21.5161,0.8364,0.1023,0.4635,1.1597,0.4379,0.4518,0.2706,1.8011,4.4047,1.086,1.3059,7.8678,7.8854,0.071,6.4109,4.3255,1,1
3.5644,4.2894,0.1479,3.4903,1.0736,1165.6953,0.0048,2.9929,0.3695,369.0097,368.5536,12.0755,3.3632,1.0001,0.4822,6.0158,0.2762,0.2299,0.1703,1.5319,4.2706,0.7634,0.2553,8.0437,4.9548,0.0013,12.6221,6.0577,1,1
3.2988,3.125,0.1466,2.2327,0.2073,1525.9541,0.0209,3.2008,1.3149,346.5559,149.3458,35.5096,1.2964,1.5564,3.331,10.5162,0.3026,0.5284,0.2379,0.1185,0.1569,0.0786,0.1594,0.7131,8.969,0.0022,19.8783,5.0548,1,0
2.7428,6.4151,0.0826,2.3472,0.7931,889.5251,0.0066,1.1474,0.7874,116.288,407.4321,22.2632,3.7184,0.495,0.2647,9.1951,0.0532,0.4309,0.1483,0.9985,4.5931,0.2399,0.4318,0.3414,2.7304,0.0723,15.4248,7.4408,1,1
2.4359,1.315,0.1607,4.3899,0.067,311.7811,0.0108,1.9483,0.4846,123.9359,19.1501,17.4146,1.3556,1.4885,11.5012,8.7044,0.5685,0.0717,0.1275,1.1632,4.1575,0.1203,0.1654,5.7261,2.5829,0.0918,17.42,7.9338,1,1
2.6253,1.0385,0.2361,3.1018,0.7806,436.0142,0.0114,1.341,1.0871,70.8741,217.9874,8.5,0.964,1.7443,0.2855,14.8689,0.2384,0.2443,0.2084,0.5818,2.7041,0.1678,0.6664,2.2227,8.6401,0.0528,10.126,6.9241,1,1
1.179,9.8393,0.2666,1.4859,0.344,56.022,0.0123,2.7666,0.0976,185.1912,34.6558,11.4598,2.4596,1.0543,7.7634,4.6501,0.3629,0.3739,0.1957,1.8707,3.1025,0.5551,0.1051,7.7793,2.2681,0.072,7.8622,17.3529,1,1
3.3122,7.7419,0.1163,4.2906,1.2375,940.1258,0.0041,0.8185,0.816,157.2616,105.2194,5.0078,5.1277,0.7693,3.3709,7.0973,0.0652,0.3451,0.2926,2.0468,4.2198,0.6724,1.3929,0.1431,3.5938,0.0247,10.2512,7.931,1,0
3.0546,6.5189,0.1187,4.3203,0.5335,1522.4958,0.002,3.4596,1.4317,244.1188,365.9844,6.864,4.8247,1.6509,4.3768,2.562,0.0411,0.0254,0.1429,1.6295,3.1135,0.9561,0.5568,6.7169,7.3611,0.0665,1.4705,19.4128,1,0
0.6339,5.7171,0.1704,2.4756,1.3445,167.4336,0.0082,1.4846,0.1325,387.0592,118.0967,6.0931,2.1768,0.1163,9.2444,0.1827,0.4934,0.4594,0.1651,2.5228,1.4558,0.4539,0.0897,1.5355,3.8055,0.0899,4.245,12.66,1,1
2.1233,5.9216,0.1848,1.6295,0.2118,740.764,0.0123,0.7294,0.5716,219.9354,263.544,8.5457,0.3777,1.7001,0.4881,13.8008,0.585,0.5351,0.2072,1.4762,1.7866,1.4644,0.1365,7.9924,8.6712,0.051,5.4692,1.6898,1,1
1.4923,3.2735,0.0127,2.0983,0.9925,18.8764,0.0054,1.6099,0.6111,250.7466,196.9298,12.5314,4.6188,0.7802,1.1528,4.7713,0.5926,0.4751,0.0511,2.7004,1.3722,0.6346,0.4364,8.5048,4.6632,0.0053,2.2218,4.072,1,0
3.2082,3.0881,0.2316,2.9117,1.6886,1312.2768,0.0099,3.0878,0.4796,346.6739,71.1973,0.5789,2.0087,1.0018,4.7081,13.2738,0.296,0.1833,0.0136,1.816,1.6242,1.2721,1.3912,0.8269,5.5325,0.0886,18.9791,17.4577,1,0
1.9484,8.6737,0.2418,3.5571,1.0333,1619.5916,0.0154,0.7951,1.1127,239.8518,406.31,1.9014,1.7504,0.745,7.4735,11.3985,0.053,0.2231,0.2079,1.9241,0.6128,1.0478,0.8365,7.3843,0.4703,0.0409,1.8155,8.4171,1,0
2.494,4.2234,0.0739,2.4324,1.0413,1425.9044,0.0016,2.7618,0.9921,142.3899,188.7621,3.7007,3.6746,1.4901,0.5392,4.4534,0.5851,0.0532,0.1449,1.4645,4.4857,0.4823,0.6776,4.86,5.3851,0.0929,2.7734,15.6255,1,1
3.3968,2.8201,0.2592,3.7418,0.0778,951.9997,0.0155,2.0214,0.424,343.1982,180.7789,16.7647,1.4043,0.301,9.569,2.6215,0.5414,0.4695,0.1662,2.0868,3.6377,0.7681,0.8838,4.0172,4.7614,0.0163,8.2316,13.7018,1,1
3.139,7.5018,0.0577,1.655,0.0417,1720.0901,0.0272,0.9111,0.7037,292.2042,293.4705,20.8313,5.2752,0.6143,14.2603,6.763,0.5617,0.1342,0.1365,0.7364,3.4513,1.1471,0.442,8.9397,0.7962,0.0722,4.3848,16.3354,1,1
2.2144,2.1289,0.0635,3.6193,0.1085,1049.442,0.0068,3.3135,0.8565,255.3395,225.522,24.8589,0.9276,1.2955,5.0036,4.2133,0.0109,0.3245,0.2004,1.3139,4.5718,0.4059,0.2674,7.1829,2.3323,0.046,6.9655,14.0501,1,1
2.4892,6.2406,0.2035,3.0961,0.1142,1770.8927,0.0094,3.2264,0.982,68.1502,317.8885,17.2861,4.7051,1.4723,8.7696,1.5277,0.3146,0.4648,0.2639,1.4949,1.9965,0.2086,0.2885,2.1143,7.9761,0.0699,2.9711,18.1841,1,1
2.4602,6.5994,0.1175,3.8194,0.3365,555.4314,0.0085,1.5134,1.3675,127.397,320.515,9.2148,5.3067,1.784,1.3285,10.695,0.4534,0.2807,0.1575,0.4409,1.0384,0.0582,0.7461,1.1057,1.167,0.0245,5.6878,5.5732,1,1
2.4014,0.8417,0.0629,4.2096,1.2855,306.8615,0.0009,2.5602,1.4837,238.1278,274.2867,17.2133,2.5891,0.0341,0.9043,11.1182,0.6,0.4659,0.0898,0.4377,3.3401,0.3922,1.3726,8.5455,1.0763,0.0996,0.8851,12.5561,1,1
0.9993,9.8068,0.1777,3.348,0.1573,1708.0504,0.0227,0.8566,1.4614,255.229,224.6998,9.943,5.8697,1.2226,13.4956,9.4999,0.0888,0.3892,0.0281,0.6165,1.5283,0.2994,0.0213,8.1036,0.3892,0.0924,13.8086,17.994,1,1
1.4364,7.6666,0.1404,4.2629,1.7926,685.4755,0.018,2.8872,1.4815,382.0679,262.1016,34.5893,3.4236,1.3436,0.7666,5.1001,0.2352,0.4012,0.2479,2.7649,3.5267,0.2285,0.4927,3.1818,6.4029,0.0156,3.3422,19.2489,1,0
3.9639,3.4253,0.1018,1.2295,0.5389,111.4585,0.0288,2.6883,0.164,286.6695,45.9986,29.375,0.6042,2.2251,4.9512,12.0063,0.3934,0.0397,0.1436,2.5611,1.482,0.042,0.5717,4.5181,6.7241,0.0048,1.308,12.7824,1,1
2.746,2.5701,0.1203,3.988,0.929,63.5974,0.019,3.4736,0.4792,325.5963,122.2678,0.3853,1.5788,0.7657,4.5918,13.2566,0.5423,0.2714,0.158,1.5686,2.334,0.7742,0.9597,7.9516,6.3693,0.0284,8.1608,2.5178,1,1
3.5861,4.81,0.2368,3.0485,0.3577,1229.663,0.0298,1.6962,1.1523,222.7328,89.0633,4.3764,4.2809,1.6202,1.2071,10.3647,0.4526,0.0875,0.211,0.6494,2.4193,0.419,0.0215,6.4885,0.1973,0.0893,4.8801,14.2291,1,0
2.5559,6.5503,0.1338,2.4192,0.628,836.7902,0.0194,1.7332,1.3504,108.4282,433.7284,3.0461,1.3434,2.1242,12.9854,0.2367,0.3608,0.5758,0.1968,2.7025,2.4573,0.8197,0.0175,1.7027,5.0814,0.0516,9.2418,12.3516,1,1
2.9354,9.0009,0.221,3.8211,0.6919,570.1715,0.0079,0.6499,0.9373,356.8944,291.4446,27.3626,0.465,1.6277,3.3563,9.4563,0.3531,0.1857,0.0956,2.0562,2.8786,0.8159,0.3262,7.2463,5.4205,0.0914,3.842,1.975,1,0
0.7186,5.5635,0.025,1.7549,0.0538,1362.5476,0.0144,0.4597,0.179,436.2301,344.0401,25.2068,3.7505,0.1212,14.6102,11.2005,0.0634,0.0646,0.1964,1.7381,1.6748,1.4591,0.0294,6.739,3.9355,0.0518,16.9463,7.8217,1,1
3.7602,9.0743,0.0384,1.9589,1.3198,196.2266,0.0063,2.8417,0.6433,414.5848,118.9735,1.7459,5.346,0.8935,8.1843,6.3292,0.2532,0.3009,0.1227,2.4697,1.3493,0.4937,0.8142,1.8472,4.7607,0.0487,12.7273,5.4514,1,1
1.8984,7.2283,0.2844,0.1859,0.434,93.5741,0.0277,3.3615,1.3359,121.1448,197.7178,11.3667,4.724,1.2419,13.3315,10.6702,0.4361,0.4615,0.0891,1.9479,1.0867,0.1206,0.2643,5.6001,5.1524,0.0744,0.5025,0.8819,1,1
1.8107,0.816,0.1457,1.2309,1.5429,1327.8309,0.0137,0.2303,0.7196,416.7279,375.7243,18.0676,2.8441,0.8414,3.4786,3.6386,0.1947,0.1773,0.0141,1.6375,0.4649,0.1704,0.1432,2.7907,5.0091,0.0842,3.5309,4.3652,1,1
2.068,6.2465,0.1262,4.4557,0.0983,1217.9311,0.0205,1.7727,0.7217,125.8486,16.4942,31.1031,0.6387,1.4515,7.5927,13.4526,0.2396,0.3873,0.2439,0.252,3.955,0.5786,0.081,0.6264,2.0309,0.081,15.1451,5.6535,1,1
2.809,7.7884,0.1978,0.5697,0.1043,650.4324,0.0112,0.8796,0.7337,206.8229,376.6563,22.1407,4.0359,2.1755,3.2034,6.1404,0.3697,0.4673,0.0576,2.7887,4.8296,0.717,0.1899,2.2014,1.1077,0.0335,4.0445,5.2191,1,1
2.1161,2.764,0.0049,3.4219,0.9299,626.3288,0.0053,1.1001,0.8151,340.5035,97.1047,20.9014,0.8935,0.0301,0.217,6.4021,0.2386,0.2939,0.2564,0.7806,2.0362,0.5786,1.201,4.7711,1.5631,0.0207,11.497,7.9935,1,1
1.4533,9.6013,0.2082,3.1996,0.6582,580.6145,0.0124,3.4258,0.3507,254.128,125.8918,29.5691,5.2548,0.1673,0.8599,12.4519,0.1442,0.196,0.1502,1.5461,0.9212,1.0821,1.0212,1.0957,6.2425,0.0884,1.4465,14.3099,1,1
1.9584,9.2381,0.1656,3.0762,0.3302,421.7955,0.0298,2.0905,0.374,405.8535,116.5594,26.0549,0.6346,2.3222,12.9797,13.9293,0.3775,0.4229,0.1129,2.034,3.7416,0.0609,0.0204,5.1213,2.142,0.0255,12.7791,11.4115,1,0
1.9868,5.3116,0.2907,2.8646,0.6517,743.7351,0.0044,2.0674,1.1368,403.3267,424.7248,30.1708,3.1746,0.7865,9.8108,14.7851,0.3702,0.1204,0.1171,0.7999,4.325,0.4228,0.0482,6.6375,6.6182,0.022,1.4228,3.2395,1,1
0.8482,9.5879,0.007,1.2258,1.7616,172.7862,0.0166,2.4558,0.8157,140.5024,272.9226,0.7257,3.049,0.4629,8.5079,1.2049,0.1792,0.2429,0.2014,2.7752,0.3745,0.5766,0.3196,1.4283,7.0699,0.0797,2.4282,12.9124,1,1
2.1549,9.644,0.2404,0.8772,0.506,1274.551,0.0214,1.1195,0.6574,323.0879,332.8123,1.2178,0.9027,0.943,7.9429,1.6214,0.0883,0.5421,0.2218,2.7055,3.4793,1.4676,0.0328,0.8688,3.6231,0.0014,15.7839,16.336,1,1
3.6119,6.1733,0.0485,2.1331,0.0525,252.3501,0.0292,0.8497,0.9687,18.7141,87.1677,22.259,1.524,0.444,10.9076,5.1714,0.2897,0.1893,0.2494,1.9204,3.5108,0.6438,0.5726,7.9629,6.6047,0.0387,0.522,5.9684,1,1
3.3813,1.7795,0.166,4.4436,0.347,171.7929,0.0093,3.264,0.4862,259.9401,249.9346,24.2492,5.2312,0.1391,2.5631,6.3335,0.5085,0.4905,0.0269,1.1029,4.7636,0.489,0.9632,6.6023,7.9031,0.0209,12.6653,4.2566,1,1
2.7959,7.4077,0.0243,0.8068,0.0539,919.2334,0.0111,1.8002,0.7863,391.5404,38.0863,29.6808,0.7573,0.588,6.9327,9.7265,0.5811,0.3964,0.1822,1.145,4.1846,0.7955,0.8492,1.5672,7.9579,0.0346,11.807,7.0885,1,1
1.975,2.561,0.2504,3.9386,0.2587,1784.3784,0.0145,0.5564,0.5234,83.4619,207.5002,8.7168,2.3325,0.3023,6.9077,7.3235,0.1439,0.2502,0.013,1.6214,2.7545,0.3975,0.8829,1.2372,7.9469,0.0374,2.3777,19.7353,1,1
2.8241,4.2723,0.1818,4.4864,0.9218,1315.0532,0.0244,1.2255,0.734,322.4356,119.0511,0.3881,5.9066,1.8499,2.9481,14.1198,0.2795,0.2866,0.2027,0.6955,4.5626,0.7943,0.0413,6.2455,2.4646,0.0458,5.0638,15.983,1,0
3.5329,9.1259,0.1398,2.5135,0.4327,233.7846,0.0252,1.7326,0.9449,309.4749,26.5586,11.3281,4.5707,1.7187,8.2641,1.1673,0.3213,0.1783,0.2857,2.6181,3.6621,0.5491,0.0962,7.3965,7.0021,0.0713,7.4464,12.2433,1,1
3.3436,9.5575,0.2747,1.3068,0.5783,799.7293,0.0042,1.7831,1.2499,48.6165,122.9877,22.0887,1.3513,1.6129,9.5123,10.1046,0.0828,0.0691,0.1068,0.4709,3.1709,0.9995,0.0232,6.8843,1.292,0.018,15.1188,8.7441,1,1
3.8156,7.1676,0.1821,0.0609,0.0446,302.2199,0.019,3.1532,1.0885,271.2936,63.8934,22.4988,3.5427,1.8921,7.816,14.609,0.0425,0.312,0.2338,1.1907,4.079,0.2492,0.6442,8.6351,2.0499,0.0631,19.3564,5.9448,1,1
3.0763,8.0017,0.1613,2.8199,1.3824,475.5734,0.0253,0.6067,0.7608,93.9575,188.6151,21.0342,4.3174,0.4445,13.7484,0.8157,0.3018,0.2209,0.0156,2.0794,0.2324,1.0141,0.7924,2.6815,7.2255,0.0717,0.3053,8.1463,1,0
3.7059,6.4775,0.09,0.7129,0.0911,1622.2414,0.0153,3.2274,0.1621,362.101,238.5206,7.1127,6.3733,0.9988,2.8558,14.4633,0.4178,0.4137,0.2658,2.6608,4.8693,0.3163,0.3225,7.4345,4.1402,0.0653,11.1826,7.0481,1,1
0.4499,9.9848,0.0146,3.7251,0.9339,1427.3291,0.0252,3.1863,0.7434,446.056,87.2938,9.8637,2.9719,0.6065,1.8719,7.1177,0.3657,0.5604,0.1461,0.7107,4.8386,0.3092,0.4367,0.7908,0.1162,0.0587,14.7279,10.2966,1,0
2.5155,5.0766,0.0627,0.6129,0.1488,610.9988,0.0205,0.9115,1.2734,279.7089,78.5678,16.2962,6.03,1.7651,4.4504,3.9947,0.2509,0.0672,0.2563,0.8346,4.0043,0.3619,0.1884,2.6737,1.497,0.0742,11.031,17.9153,1,1
1.3231,3.7718,0.0116,1.388,0.1442,1297.7764,0.0121,0.5046,0.5118,263.1915,297.3661,0.4259,2.0276,1.6283,1.8379,11.7381,0.5507,0.3305,0.0552,0.4586,3.4438,0.1798,0.0743,8.7606,1.7797,0.0651,6.7391,1.1187,1,1
3.8877,3.9396,0.0488,1.1563,1.3129,232.6442,0.0093,1.2329,1.1193,140.2412,147.0576,34.7158,5.1996,2.291,0.6768,13.3089,0.3035,0.4878,0.076,1.3375,3.0843,0.4984,0.3995,2.5019,2.4924,0.0783,2.2212,6.1196,1,1
